week,staff_id,staff_name,role,service,present
42,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0
43,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1
44,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0
45,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0
46,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1
47,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1
48,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0
49,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1
50,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1
51,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0
52,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1
1,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
2,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
3,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
4,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
5,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
6,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
7,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
8,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
9,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
10,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
11,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
12,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
13,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
14,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
15,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
16,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
17,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
18,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
19,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
20,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
21,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
22,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
23,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
24,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
25,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
26,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
27,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
28,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
29,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
30,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
31,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
32,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
33,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
34,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
35,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
36,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
37,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
38,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
39,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
40,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
41,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
42,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
43,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
44,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
45,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
46,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
47,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
48,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
49,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
50,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1
51,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
52,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0
1,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
2,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0
3,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0
4,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
5,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0
6,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0
7,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
8,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
9,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0
10,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
11,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
12,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0
13,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
14,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
15,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0
16,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
17,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
18,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0
19,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
20,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
21,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0
22,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
23,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
24,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0
25,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
26,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
27,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0
28,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
29,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
30,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0
31,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
32,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
33,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0
34,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
35,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
36,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0
37,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
38,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
39,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0
40,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
41,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
42,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0
43,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
44,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
45,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0
46,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0
47,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
48,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0
49,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
50,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
51,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0
52,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1
1,STF-551ccae1,Amy Silva,nurse,general_medicine,1
2,STF-551ccae1,Amy Silva,nurse,general_medicine,1
3,STF-551ccae1,Amy Silva,nurse,general_medicine,0
4,STF-551ccae1,Amy Silva,nurse,general_medicine,1
5,STF-551ccae1,Amy Silva,nurse,general_medicine,0
6,STF-551ccae1,Amy Silva,nurse,general_medicine,0
7,STF-551ccae1,Amy Silva,nurse,general_medicine,1
8,STF-551ccae1,Amy Silva,nurse,general_medicine,1
9,STF-551ccae1,Amy Silva,nurse,general_medicine,0
10,STF-551ccae1,Amy Silva,nurse,general_medicine,1
11,STF-551ccae1,Amy Silva,nurse,general_medicine,0
12,STF-551ccae1,Amy Silva,nurse,general_medicine,0
13,STF-551ccae1,Amy Silva,nurse,general_medicine,1
14,STF-551ccae1,Amy Silva,nurse,general_medicine,1
15,STF-551ccae1,Amy Silva,nurse,general_medicine,0
16,STF-551ccae1,Amy Silva,nurse,general_medicine,1
17,STF-551ccae1,Amy Silva,nurse,general_medicine,1
18,STF-551ccae1,Amy Silva,nurse,general_medicine,0
19,STF-551ccae1,Amy Silva,nurse,general_medicine,1
20,STF-551ccae1,Amy Silva,nurse,general_medicine,1
21,STF-551ccae1,Amy Silva,nurse,general_medicine,0
22,STF-551ccae1,Amy Silva,nurse,general_medicine,0
23,STF-551ccae1,Amy Silva,nurse,general_medicine,1
24,STF-551ccae1,Amy Silva,nurse,general_medicine,0
25,STF-551ccae1,Amy Silva,nurse,general_medicine,1
26,STF-551ccae1,Amy Silva,nurse,general_medicine,1
27,STF-551ccae1,Amy Silva,nurse,general_medicine,0
28,STF-551ccae1,Amy Silva,nurse,general_medicine,1
29,STF-551ccae1,Amy Silva,nurse,general_medicine,1
30,STF-551ccae1,Amy Silva,nurse,general_medicine,0
31,STF-551ccae1,Amy Silva,nurse,general_medicine,1
32,STF-551ccae1,Amy Silva,nurse,general_medicine,1
33,STF-551ccae1,Amy Silva,nurse,general_medicine,0
34,STF-551ccae1,Amy Silva,nurse,general_medicine,1
35,STF-551ccae1,Amy Silva,nurse,general_medicine,0
36,STF-551ccae1,Amy Silva,nurse,general_medicine,0
37,STF-551ccae1,Amy Silva,nurse,general_medicine,1
38,STF-551ccae1,Amy Silva,nurse,general_medicine,1
39,STF-551ccae1,Amy Silva,nurse,general_medicine,0
40,STF-551ccae1,Amy Silva,nurse,general_medicine,1
41,STF-551ccae1,Amy Silva,nurse,general_medicine,1
42,STF-551ccae1,Amy Silva,nurse,general_medicine,0
43,STF-551ccae1,Amy Silva,nurse,general_medicine,1
44,STF-551ccae1,Amy Silva,nurse,general_medicine,0
45,STF-551ccae1,Amy Silva,nurse,general_medicine,0
46,STF-551ccae1,Amy Silva,nurse,general_medicine,1
47,STF-551ccae1,Amy Silva,nurse,general_medicine,1
48,STF-551ccae1,Amy Silva,nurse,general_medicine,0
49,STF-551ccae1,Amy Silva,nurse,general_medicine,0
50,STF-551ccae1,Amy Silva,nurse,general_medicine,1
51,STF-551ccae1,Amy Silva,nurse,general_medicine,0
52,STF-551ccae1,Amy Silva,nurse,general_medicine,1
1,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
2,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
3,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
4,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
5,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
6,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
7,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
8,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
9,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
10,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
11,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
12,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
13,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
14,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
15,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
16,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
17,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
18,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
19,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
20,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
21,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
22,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
23,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
24,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
25,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
26,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
27,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
28,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
29,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
30,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
31,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
32,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
33,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
34,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
35,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
36,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
37,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
38,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
39,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
40,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
41,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
42,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
43,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
44,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
45,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
46,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
47,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
48,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
49,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
50,STF-2dfd271e,Sarah Moore,nurse,general_medicine,1
51,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
52,STF-2dfd271e,Sarah Moore,nurse,general_medicine,0
1,STF-0f188974,Angela Lopez,nurse,general_medicine,1
2,STF-0f188974,Angela Lopez,nurse,general_medicine,1
3,STF-0f188974,Angela Lopez,nurse,general_medicine,0
4,STF-0f188974,Angela Lopez,nurse,general_medicine,1
5,STF-0f188974,Angela Lopez,nurse,general_medicine,1
6,STF-0f188974,Angela Lopez,nurse,general_medicine,0
7,STF-0f188974,Angela Lopez,nurse,general_medicine,1
8,STF-0f188974,Angela Lopez,nurse,general_medicine,0
9,STF-0f188974,Angela Lopez,nurse,general_medicine,0
10,STF-0f188974,Angela Lopez,nurse,general_medicine,1
11,STF-0f188974,Angela Lopez,nurse,general_medicine,1
12,STF-0f188974,Angela Lopez,nurse,general_medicine,0
13,STF-0f188974,Angela Lopez,nurse,general_medicine,1
14,STF-0f188974,Angela Lopez,nurse,general_medicine,0
15,STF-0f188974,Angela Lopez,nurse,general_medicine,0
16,STF-0f188974,Angela Lopez,nurse,general_medicine,1
17,STF-0f188974,Angela Lopez,nurse,general_medicine,0
18,STF-0f188974,Angela Lopez,nurse,general_medicine,0
19,STF-0f188974,Angela Lopez,nurse,general_medicine,1
20,STF-0f188974,Angela Lopez,nurse,general_medicine,0
21,STF-0f188974,Angela Lopez,nurse,general_medicine,0
22,STF-0f188974,Angela Lopez,nurse,general_medicine,0
23,STF-0f188974,Angela Lopez,nurse,general_medicine,1
24,STF-0f188974,Angela Lopez,nurse,general_medicine,0
25,STF-0f188974,Angela Lopez,nurse,general_medicine,1
26,STF-0f188974,Angela Lopez,nurse,general_medicine,0
27,STF-0f188974,Angela Lopez,nurse,general_medicine,0
28,STF-0f188974,Angela Lopez,nurse,general_medicine,1
29,STF-0f188974,Angela Lopez,nurse,general_medicine,1
30,STF-0f188974,Angela Lopez,nurse,general_medicine,0
31,STF-0f188974,Angela Lopez,nurse,general_medicine,1
32,STF-0f188974,Angela Lopez,nurse,general_medicine,1
33,STF-0f188974,Angela Lopez,nurse,general_medicine,0
34,STF-0f188974,Angela Lopez,nurse,general_medicine,1
35,STF-0f188974,Angela Lopez,nurse,general_medicine,0
36,STF-0f188974,Angela Lopez,nurse,general_medicine,0
37,STF-0f188974,Angela Lopez,nurse,general_medicine,1
38,STF-0f188974,Angela Lopez,nurse,general_medicine,1
39,STF-0f188974,Angela Lopez,nurse,general_medicine,0
40,STF-0f188974,Angela Lopez,nurse,general_medicine,1
41,STF-0f188974,Angela Lopez,nurse,general_medicine,1
42,STF-0f188974,Angela Lopez,nurse,general_medicine,0
43,STF-0f188974,Angela Lopez,nurse,general_medicine,1
44,STF-0f188974,Angela Lopez,nurse,general_medicine,1
45,STF-0f188974,Angela Lopez,nurse,general_medicine,0
46,STF-0f188974,Angela Lopez,nurse,general_medicine,1
47,STF-0f188974,Angela Lopez,nurse,general_medicine,1
48,STF-0f188974,Angela Lopez,nurse,general_medicine,0
49,STF-0f188974,Angela Lopez,nurse,general_medicine,1
50,STF-0f188974,Angela Lopez,nurse,general_medicine,1
51,STF-0f188974,Angela Lopez,nurse,general_medicine,0
52,STF-0f188974,Angela Lopez,nurse,general_medicine,1
1,STF-dc6ad834,Megan Young,nurse,general_medicine,1
2,STF-dc6ad834,Megan Young,nurse,general_medicine,1
3,STF-dc6ad834,Megan Young,nurse,general_medicine,0
4,STF-dc6ad834,Megan Young,nurse,general_medicine,1
5,STF-dc6ad834,Megan Young,nurse,general_medicine,1
6,STF-dc6ad834,Megan Young,nurse,general_medicine,0
7,STF-dc6ad834,Megan Young,nurse,general_medicine,1
8,STF-dc6ad834,Megan Young,nurse,general_medicine,1
9,STF-dc6ad834,Megan Young,nurse,general_medicine,0
10,STF-dc6ad834,Megan Young,nurse,general_medicine,1
11,STF-dc6ad834,Megan Young,nurse,general_medicine,1
12,STF-dc6ad834,Megan Young,nurse,general_medicine,0
13,STF-dc6ad834,Megan Young,nurse,general_medicine,1
14,STF-dc6ad834,Megan Young,nurse,general_medicine,1
15,STF-dc6ad834,Megan Young,nurse,general_medicine,0
16,STF-dc6ad834,Megan Young,nurse,general_medicine,1
17,STF-dc6ad834,Megan Young,nurse,general_medicine,0
18,STF-dc6ad834,Megan Young,nurse,general_medicine,0
19,STF-dc6ad834,Megan Young,nurse,general_medicine,1
20,STF-dc6ad834,Megan Young,nurse,general_medicine,1
21,STF-dc6ad834,Megan Young,nurse,general_medicine,0
22,STF-dc6ad834,Megan Young,nurse,general_medicine,1
23,STF-dc6ad834,Megan Young,nurse,general_medicine,1
24,STF-dc6ad834,Megan Young,nurse,general_medicine,0
25,STF-dc6ad834,Megan Young,nurse,general_medicine,1
26,STF-dc6ad834,Megan Young,nurse,general_medicine,1
27,STF-dc6ad834,Megan Young,nurse,general_medicine,0
28,STF-dc6ad834,Megan Young,nurse,general_medicine,1
29,STF-dc6ad834,Megan Young,nurse,general_medicine,1
30,STF-dc6ad834,Megan Young,nurse,general_medicine,0
31,STF-dc6ad834,Megan Young,nurse,general_medicine,1
32,STF-dc6ad834,Megan Young,nurse,general_medicine,1
33,STF-dc6ad834,Megan Young,nurse,general_medicine,0
34,STF-dc6ad834,Megan Young,nurse,general_medicine,1
35,STF-dc6ad834,Megan Young,nurse,general_medicine,1
36,STF-dc6ad834,Megan Young,nurse,general_medicine,0
37,STF-dc6ad834,Megan Young,nurse,general_medicine,1
38,STF-dc6ad834,Megan Young,nurse,general_medicine,1
39,STF-dc6ad834,Megan Young,nurse,general_medicine,0
40,STF-dc6ad834,Megan Young,nurse,general_medicine,1
41,STF-dc6ad834,Megan Young,nurse,general_medicine,1
42,STF-dc6ad834,Megan Young,nurse,general_medicine,0
43,STF-dc6ad834,Megan Young,nurse,general_medicine,1
44,STF-dc6ad834,Megan Young,nurse,general_medicine,0
45,STF-dc6ad834,Megan Young,nurse,general_medicine,0
46,STF-dc6ad834,Megan Young,nurse,general_medicine,1
47,STF-dc6ad834,Megan Young,nurse,general_medicine,0
48,STF-dc6ad834,Megan Young,nurse,general_medicine,0
49,STF-dc6ad834,Megan Young,nurse,general_medicine,0
50,STF-dc6ad834,Megan Young,nurse,general_medicine,0
51,STF-dc6ad834,Megan Young,nurse,general_medicine,0
52,STF-dc6ad834,Megan Young,nurse,general_medicine,1
1,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
2,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
3,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
4,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
5,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
6,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
7,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
8,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
9,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
10,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
11,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
12,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
13,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
14,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
15,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
16,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
17,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
18,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
19,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
20,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
21,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
22,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
23,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
24,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
25,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
26,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
27,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
28,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
29,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
30,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
31,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
32,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
33,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
34,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
35,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
36,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
37,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
38,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
39,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
40,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
41,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
42,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
43,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
44,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
45,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
46,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
47,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
48,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
49,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
50,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
51,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,0
52,STF-44cbfc17,Steve Sanchez,nurse,general_medicine,1
1,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
2,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
3,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
4,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
5,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
6,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
7,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
8,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
9,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
10,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
11,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
12,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
13,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
14,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
15,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
16,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
17,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
18,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
19,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
20,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
21,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
22,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
23,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
24,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
25,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
26,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
27,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
28,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
29,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
30,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
31,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
32,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
33,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
34,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
35,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
36,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
37,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
38,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
39,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
40,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
41,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
42,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
43,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
44,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
45,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
46,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
47,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
48,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
49,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
50,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,1
51,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
52,STF-8c3d09d0,Lisa Barnes,nurse,general_medicine,0
1,STF-61a51c45,Kelly Donovan,nurse,general_medicine,1
2,STF-61a51c45,Kelly Donovan,nurse,general_medicine,1
3,STF-61a51c45,Kelly Donovan,nurse,general_medicine,0
4,STF-61a51c45,Kelly Donovan,nurse,general_medicine,1
5,STF-61a51c45,Kelly Donovan,nurse,general_medicine,1
6,STF-61a51c45,Kelly Donovan,nurse,general_medicine,0
7,STF-61a51c45,Kelly Donovan,nurse,general_medicine,1
8,STF-61a51c45,Kelly Donovan,nurse,general_medicine,1
9,STF-61a51c45,Kelly Donovan,nurse,general_medicine,0
10,STF-61a51c45,Kelly Donovan,nurse,general_medicine,0
11,STF-61a51c45,Kelly Donovan,nurse,general_medicine,1
12,STF-61a51c45,Kelly Donovan,nurse,general_medicine,0
13,STF-61a51c45,Kelly Donovan,nurse,general_medicine,1
14,STF-61a51c45,Kelly Donovan,nurse,general_medicine,1
